Wine,Price_USD,Points,description,variety
Hogue 2008 Red Table Wine Red (Columbia Valley (WA)),7,89,"Tart and juicy, this Cabernet/Merlot/Syrah blend matches cranberry and plum fruit flavors to milk chocolate and nougat highlights. Well-crafted, with a pleasing florality (to coin a word) in the finish. An outstanding value.",Red Blend
Gnarly Head 2013 Chardonnay (California),10,89,"This offers that tempting aroma of toasted baguette with a dab of butter, then the flavors flow fresh and peachy, while the texture feels smooth and the body not too full. Well balanced between flavors, acidity and body, it brings refreshment to sip after another.",Chardonnay
Oxford Landing 2014 Viognier (South Australia),9,89,"This wine may not be quite as rich or expressive as the other Viogniers in the Yalumba stable, but it's still an attractive effort. Pineapple and apricot flavors pick up hints of gingery spice on the vibrant finish. Drink now.",Viognier
Marrenon 2014 Classique Merlot Rosé (Mediterranée),10,89,"This light-bodied Merlot rosé is a summer delight. Hints of strawberry blossom and citrus mark the nose, while the palate features berry shadings set against a backdrop of citrus, something like a dry, adult version of pink lemonade.",Rosé
Dallas Conté 1998 Chardonnay (Colchagua Valley),10,89,"Mild tropical fruit and citrus aromas draw you right in. Medium weight, with bright acidity that keeps the flavors lively, the wine displays pineapple and spice on the palate and finish and has an appealing chalky, leesy feel.",Chardonnay
De Martino 2000 Estate Bottled - Prima Reserva Chardonnay (Maipo Valley),10,89,"Creamy and lush, with pure peach and pear aromas along with nice vanilla accents. The palate is fairly rich and layered, but it's also properly acidic and, therefore, well balanced. The flavors of pear and butter seem on the money, and the finish is solid and of moderate length. All in all, this is a very good Chardonnay with no overt faults.",Chardonnay
Montes 2002 Reserve Sauvignon Blanc (Casablanca Valley),10,89,"This could very well be Chile's most expressive, interesting white Sauvignon. It's got all those prickly pineapple, passion fruit, scallion and pepper notes that are typical, and also a lot of pure citrus flavors backing it all up. The mouthfeel is zesty and spirited, but there's natural roundness, too. Some licorice adds complexity to the finish. Best Buy.",Sauvignon Blanc
Eschenhof Holzer 2015 Grüner Veltliner (Wagram),10,89,"Very subtle but the alluring flesh of melon and peeled pear is hinted at here: this spells juiciness and easy, thirst-quenching joy. The palate gives a little backbone to all this pliable, soft fruit. An ideal, almost languid but very fresh summer wine.",Grüner Veltliner
Snoqualmie 2009 Chardonnay (Columbia Valley (WA)),10,89,"A fine Chardonnay for the price. Soft and buttery upon entry, it shows good balance in the midpalate, with the butter blended with fresh apple and lime, and set against enough juicy acidity to give it definition.",Chardonnay
Bodegas Ateca 2011 Honoro Vera Garnacha (Calatayud),9,89,"This wine is fresh as can be, with loads of friendly black-fruit aromas upfront. The palate is juicy and bright, not the least bit hard or tannic, with huge flavors of berry fruits, baking spices, chocolate and even some bacon. This delivers a lot for the price.",Garnacha
Tres Ojos 2011 Garnacha (Calatayud),9,89,"With a hint of rubber and asphalt, the bouquet on this value wine is generous and topped with blackberry and dark plum aromas. The palate is grabby, with clampy tannins and black-fruit flavors mixed with chocolate and spice. The earthy, lightly herbal finish with rubbery nuances is nice.",Garnacha
Arbor Crest 2007 Sauvignon Blanc (Columbia Valley (WA)),9,89,"This is very fresh and nicely detailed, with just 13% alcohol allowing some of the more subtle Sauvignon Blanc flavors to show. Some of the oldest vines in the state—more than 35 years old—are a prime component. Melon, green apple, lime and grapefruit flavors all mingle; acids are just right and the balance could not be better for lighter seafood and poultry.",Sauvignon Blanc
Washington Hills 2007 Summit Reserve Cabernet Sauvignon (Columbia Valley (WA)),10,89,"Very young, juicy, loaded with boysenberry and black cherry fruit. There is a strong streak of licorice, hints of tobacco and vanilla, but plenty of muscle and stiff tannins. A substantial effort, this ranks at the top of the list of Washington Cabernet Sauvignon priced under $10.",Cabernet Sauvignon
Washington Hills 2007 Summit Reserve Late Harvest Riesling (Columbia Valley (WA)),8,89,"With its 10% alcohol, bright fruit and lush, round mouthfeel, this is more mainstream (and main meal) than the late harvest label would suggest. The sweetness is perfectly balanced against firm acids, and the fruit flavors combine citrus and peach with light streaks of honey.",Riesling
Château Les Hauts de Palette 2015 Château du Barail Rosé (Bordeaux Rosé),10,89,"Lightly tannic and packed with raspberry flavors, this delicious wine has just the right balance between the ripe fruits and bright acidity. The wine is totally ready to drink.",Rosé
DFJ Vinhos 2013 Portada Winemaker's Selection Red (Lisboa),8,89,"This ripe, structured blend of Tinta Roriz and Touriga Nacional is full of black fruits. The texture behind the tannins is smooth with an immediate juicy character. There is a perfumed, ripe aftertaste that makes the wine ready to drink now.",Portuguese Red
Château Haut Guillebot 2011 Cuvée Prestige  (Bordeaux Blanc),10,89,"This ripe wine is full of tropical and citrus fruits, with some extra weight from the hint of wood. Fine and balanced, it reveals the smooth richness of 100% Sémillon.",Sémillon
Budureasca 2015 Tămâioasă Românească (Dealu Mare),10,89,"Acacia flower, fragrant white flowers and white peach juice are present in the delicate bouquet of this wine made from the lesser known Tamaioasa Romaneasca grape. There is a pleasant fruit finish with flavors of apple, pear, peach and apricot.",Tămâioasă Românească
Bourgeois Family 2009 Elicio Merlot-Grenache (Vin de Pays de la Méditerranée),10,89,"It's an unusual blend, but it works, creating a round, supple wine for immediate enjoyment. Hints of orange peel, coriander and green olive bring complexity to notes of plum and cherry, while the finish turns dark and espresso-like.",Merlot-Grenache
Quinta do Portal 2010 Muros de Vinha Red (Douro),10,89,A spice note meshes with the tannins and black currant acidity in this elegant wine. The fruit is bright and juicy; the tannins still firm and will likely always lend an edge of severity. Age for 2–3 years.,Portuguese Red
Surf Swim 2013 Chardonnay (California),10,89,"Tasty touches of toasted oak, butter and almonds in the aroma and again in the flavor add depth to the ripe Anjou pear notes in this full-bodied, posh-textured wine. With all that flavor, it keeps its balance and has a lingering finish, too.",Chardonnay
Nollen 2008 Notorious Rooster Riesling (Mosel),10,89,"Pale lemony color. Classic Mosel nose of stone, slate, white peach and flower blossoms. Vibrant and crisp, balancing the sweetness on the palate and resulting in a wine with a juicy texture and moderate intensity, turning racy on the finish. Not overly complex, but refined.",Riesling
Casa Santos Lima 2010 Palha Canas Red (Lisboa),10,89,"Big, bold and fruity, this dense wine has rich, red berry fruits and firm tannins its the core. While ripe and fruity, there is a hint of salty sea spray from a cool maritime influence. Drink now.",Portuguese Red
StoneCap 2012 Estate Grown Syrah (Columbia Valley (WA)),10,89,"Direct and easy drinking, this is full of ripe blueberry aromas and flavors, framed by hints of toast and a dusting of cinnamon. Drink now.",Syrah
Bulgariana 2011 Cabernet Sauvignon (Thracian Valley),10,89,"This 100% Cabernet Sauvignon is garnet colored with a violet rim. It has aromas of pomegranate, dried black cherry and freshly ground black pepper. It's well structured, with fine tannins and flavors of ripe cherry, tart cranberry and juicy pomegranate.",Cabernet Sauvignon
Nein Lives 2011 Riesling (Mosel),10,89,"Spice and smoke tones on the nose are a surprising contrast to the juicy white peach and yellow cherry flavors on the palate of this easy quaffing but surprisingly elegant wine. Off dry in style, with brisk acidity and a delicate profile, it's a versatile, widely appealing wine that's a spectacular bargain.",Riesling
Chateau Ste. Michelle 2015 Dry Riesling (Columbia Valley (WA)),9,89,"The aromas are vibrant, with notes of pear, honeysuckle and peach. The palate is full flavored, dry as promised, with a zing of tart acidity that stitches it all together. It's an outstanding value that shows a beautiful sense of balance.",Riesling
Ancient Roots 2014 Dark Red (California),9,89,"Ripe but not jammy fruit flavors and firm texture make this a stand-up wine, even if it weren't such a great value. It has classic dark berry and light herb aromas, deep, fruity flavors and a big but plush mouthfeel.",Red Blend
Quinta do Casal Monteiro 2009 Estate Bottled Vinho Tinto Red (Tejo),10,89,"This is an elegant wine, with balanced fruit and tannins that make for a soft texture. It is rich and laced with fresh, raspberry-like acidity. It can age for another year, but it is also ready to drink.",Portuguese Red
Hey Mambo 2008 Swanky White (California),10,89,"What a nice wine for bistro-style drinking. Conjures up pairing with almost everything, from tempura to grilled chicken to pork enchiladas. Bone dry and crisp, it offers outstanding flavors of citrus fruits, petrol, wildflowers, grass, minerals, honey and spices. A blend of Viognier, Sauvignon Blanc, Muscat Canelli and Chenin Blanc.",White Blend
Marlargo 2006 Fingers Crossed Red Red (South Australia),10,89,"This unlikely blend of 87% Shiraz and 13% Petit Verdot hits the right notes for a bargain sipper, boasting plenty of weight and an interesting juxtaposition of raspberry fruit with dark chocolate. Earthy notes provide depth, and the finish is surprisingly silky for a wine in this price range. Drink now.",Red Blend
Global Wines 2015 Grilos Reserva Red (Dão),10,89,"With six months in wood, this wine shows a strongly spicy character that gives a toast taste. The fruit is still developing, although it shows promise with its rich tannins and black-currant flavors. Wait until 2018 before drinking to let it live up to its potential.",Portuguese Red
Montevina 2013 Omira Hills Merlot (California),10,89,"Lots of dark-fruit flavor, an ultrasmooth texture and a lingering finish raise this medium-bodied and value-priced wine well above average. Black cherry and blackcurrant flavors are sprinkled with spices recalling nutmeg and cardamom.",Merlot
Marqués de Cáceres 2010 Rosé (Rioja),9,89,"Ideal Spanish rosé in every way, from color to aromas to flavors to the price tag. The nose is inviting, with delicate, crisp fruit aromas. The feel is just right, propelled by bright acids. Tastes of raspberry and watermelon, while the finish is long and lightly spicy. What a quaffing rosado should be.",Rosé
Spier 2016 Chenin Blanc (Western Cape),10,89,"This highly aromatic wine starts off with bright aromas of white flowers, fynbos, pink apples and white peaches. The lightweight palate offers clean flavors of peach and melon, with zippy acidity and a brisk finish. It's super tasty and easy to like, so enjoy now.",Chenin Blanc
Unger 2013 Q Rosé (Niederösterreich),10,89,"This restrained, salmon-tinged rosé teases with riper fruit, even with a red-berry compote of red currant and strawberry. The plump fruit is held in a dry frame and tempered by freshness. Equally tempting with or without food.",Rosé
Casa de Vilacetinho 2012 Grande Escolha White (Vinho Verde),10,89,"For a Vinho Verde, this is rich and full-bodied, showing delicious acidity, crisp apples and a touch of tropical fruit. There's the typical prickle on the tongue that brings out freshness, but in fact this wine could age for a year.",Portuguese White
Parras Vinhos 2014 Castelo do Sulco Reserva Red (Lisboa),10,89,"The red wine is rich, dense and packed with fruit and tannins. It comes from the heart of the Lisboa region, giving plenty of structure from the cool-climate vineyards. There are fine red-fruit flavors shot through by juicy acidity. The wine has a drier, still developing tannic aftertaste. Drink from 2017.",Portuguese Red
Barnard Griffin 2007 Fumé Blanc White (Columbia Valley (WA)),9,89,"An iconic wine for Barnard Griffin, this is blended with 16% Sémillon. Spicy, searingly tart (below 13% alcohol, high acid) and annotated with beeswax, lemon oil, hints of honey and tea. Fragrant and palate cleansing; this is a particularly fine oyster wine.",White Blend
Caves Velhas 2013 D. Fuas Reserva Red (Terras do Dão),7,89,"This is a herbal, earthy wine with as many tannins as fruit at this stage. That gives it a dense, dusty texture that seeps into the ripe, sweet plum flavors. With the wood giving an extra push of richness as well as spice, it needs to age. Drink from 2017.",Portuguese Red
Fetzer 2015 Echo Ridge Sauvignon Blanc (Lodi),10,89,"This is a medium-bodied, crisp and tangy wine with fresh parsley aromas and lemon and Granny Smith apple flavors. It's well balanced, restrained and will be very versatile with food.",Sauvignon Blanc
Domaine Borie de Maurel 1999 Syrah (Minervois),8,89,"A perennial value, this year's edition boasts plenty of smoky blackberry aromas tinged with slight game notes. Medium-bodied—verging on full—there's loads of fruit and flavor packed into an easily accessible format. Ready to enjoy now and should continue to drink well for a few more years.",Syrah
